Date,Away_team,Home_conference,Away_conference
1/18/2022,Loyola Chicago,Missouri Valley,Missouri Valley
1/18/2022,Duke,Atlantic Coast,Atlantic Coast
1/18/2022,Richmond,Atlantic 10,Atlantic 10
1/18/2022,Utah St.,Mountain West,Mountain West
1/18/2022,South Florida,American Athletic,American Athletic
1/18/2022,Jacksonville,Atlantic Sun,Atlantic Sun
1/18/2022,Niagara,Metro Atlantic Athletic,Metro Atlantic Athletic
1/18/2022,North Carolina,Atlantic Coast,Atlantic Coast
1/18/2022,Ohio,Mid-American,Mid-American
1/18/2022,Maryland,Big Ten,Big Ten
1/18/2022,Missouri,Southeastern,Southeastern
1/18/2022,Iona,Metro Atlantic Athletic,Metro Atlantic Athletic
1/18/2022,Bowling Green,Mid-American,Mid-American
1/18/2022,Wisconsin,Big Ten,Big Ten
1/18/2022,IUPUI,Big Ten,Horizon League
1/18/2022,Kansas,Big 12,Big 12
1/18/2022,Canisius,Metro Atlantic Athletic,Metro Atlantic Athletic
1/18/2022,Morris,Mid-Eastern Athletic,NA
1/18/2022,Morris,Mid-Eastern Athletic,NA
1/18/2022,Florida Gulf Coast,Atlantic Sun,Atlantic Sun
1/18/2022,Clemson,Atlantic Coast,Atlantic Coast
1/18/2022,Kansas St.,Big 12,Big 12
1/18/2022,Iowa St.,Big 12,Big 12
1/18/2022,Ball St.,Mid-American,Mid-American
1/18/2022,Tennessee,Southeastern,Southeastern
1/18/2022,Davidson,Atlantic 10,Atlantic 10
1/18/2022,Baylor,Big 12,Big 12
1/19/2022,LSU,Southeastern,Southeastern
1/19/2022,American,Patriot League,Patriot League
1/19/2022,Georgia,Southeastern,Southeastern
1/19/2022,Stony Brook,America East,America East
1/19/2022,Colgate,Patriot League,Patriot League
1/19/2022,High Point,Big South,Big South
1/19/2022,New Mexico,Mountain West,Mountain West
1/19/2022,St. John's,Big East,Big East
1/19/2022,Xavier,Big East,Big East
1/19/2022,Bradley,Missouri Valley,Missouri Valley
1/19/2022,Mercer,Southern,Southern
1/19/2022,Mississippi St.,Southeastern,Southeastern
1/19/2022,Western Carolina,Southern,Southern
1/19/2022,USC Upstate,Big South,Big South
1/19/2022,Wake Forest,Atlantic Coast,Atlantic Coast
1/19/2022,New Hampshire,America East,America East
1/19/2022,Campbell,Big South,Big South
1/19/2022,Boston College,Atlantic Coast,Atlantic Coast
1/19/2022,Boston University,Patriot League,Patriot League
1/19/2022,Illinois St.,Missouri Valley,Missouri Valley
1/19/2022,Virginia Tech,Big Sky,Atlantic Coast
1/19/2022,Lehigh,Patriot League,Patriot League
1/19/2022,Vermont,America East,America East
1/19/2022,TCU,Big 12,Big 12
1/19/2022,Virginia,Atlantic Coast,Atlantic Coast
1/19/2022,Rider,Metro Atlantic Athletic,Metro Atlantic Athletic
1/19/2022,Hampton,Big South,Big South
1/19/2022,La Salle,Atlantic 10,Atlantic 10
1/19/2022,Iowa,Big Ten,Big Ten
1/19/2022,George Washington,Atlantic 10,Atlantic 10
1/19/2022,Indiana St.,Missouri Valley,Missouri Valley
1/19/2022,Southeastern Baptist,Conference USA,NA
1/19/2022,Kentucky,Southeastern,Southeastern
1/19/2022,Maine,America East,America East
1/19/2022,Albany,America East,America East
1/19/2022,North Carolina A&T,Big South,Big South
1/19/2022,Northern Iowa,Missouri Valley,Missouri Valley
1/19/2022,Marquette,Big East,Big East
1/19/2022,The Citadel,Southern,Southern
1/19/2022,San Jose St.,Mountain West,Mountain West
1/20/2022,Seattle,Western Athletic,Western Athletic
1/20/2022,UNLV,Mountain West,Mountain West
1/20/2022,UT Arlington,Sun Belt,Sun Belt
1/20/2022,Akron,Mid-American,Mid-American
1/20/2022,Connecticut,Big East,Big East
1/20/2022,San Diego,West Coast,West Coast
1/20/2022,Hawaii,Big West,Big West
1/20/2022,UC Davis,Big West,Big West
1/20/2022,Tulsa,American Athletic,American Athletic
1/20/2022,USC,Pacific-12,Pacific-12
1/20/2022,William & Mary,Colonial Athletic Association,Colonial Athletic Association
1/20/2022,Lamar,Western Athletic,Western Athletic
1/20/2022,Elon,Colonial Athletic Association,Colonial Athletic Association
1/20/2022,Sacramento St.,Big Sky,Big Sky
1/20/2022,Monmouth,Metro Atlantic Athletic,Metro Atlantic Athletic
1/20/2022,Marshall,NCAA,Conference USA
1/20/2022,Western Kentucky,Conference USA,Conference USA
1/20/2022,North Florida,Atlantic Coast,Atlantic Sun
1/20/2022,Coastal Carolina,Sun Belt,Sun Belt
1/20/2022,Appalachian St.,Sun Belt,Sun Belt
1/20/2022,San Francisco,West Coast,West Coast
1/20/2022,Detroit Mercy,Horizon League,Horizon League
1/20/2022,Northern Colorado,Big Sky,Big Sky
1/20/2022,Northern Kentucky,Horizon League,Horizon League
1/20/2022,Houston Baptist,Southland,Southland
1/20/2022,Purdue,Big Ten,Big Ten
1/20/2022,Wright St.,Horizon League,Horizon League
1/20/2022,UNC Wilmington,Colonial Athletic Association,Colonial Athletic Association
1/20/2022,Texas St.,Sun Belt,Sun Belt
1/20/2022,South Alabama,Sun Belt,Sun Belt
1/20/2022,Troy,Sun Belt,Sun Belt
1/20/2022,Pepperdine,West Coast,West Coast
1/20/2022,Saint Louis,Atlantic 10,Atlantic 10
1/20/2022,SMU,American Athletic,American Athletic
1/20/2022,Oakland,Horizon League,Horizon League
1/20/2022,Belmont,Ohio Valley,Ohio Valley
1/20/2022,Eastern Illinois,Ohio Valley,Ohio Valley
1/20/2022,Southeastern Louisiana,Southland,Southland
1/20/2022,Northwestern St.,Southland,Southland
1/20/2022,Charlotte,Conference USA,Conference USA
1/20/2022,Montana St.,Big Sky,Big Sky
1/20/2022,North Dakota,Summit League,Summit League
1/20/2022,Washington,Pacific-12,Pacific-12
1/20/2022,Montana,Big Sky,Big Sky
1/20/2022,Winthrop,Big South,Big South
1/20/2022,Georgetown,Big East,Big East
1/20/2022,Old Dominion,Conference USA,Conference USA
1/20/2022,Santa Clara,West Coast,West Coast
1/20/2022,New Mexico St.,Western Athletic,Western Athletic
1/20/2022,Tennessee St.,Ohio Valley,Ohio Valley
1/20/2022,South Dakota St.,Summit League,Summit League
1/20/2022,Arizona,Pacific-12,Pacific-12
1/20/2022,Grand Canyon,Western Athletic,Western Athletic
1/20/2022,Cal Baptist,Western Athletic,Western Athletic
1/20/2022,Austin Peay,Ohio Valley,Ohio Valley
1/20/2022,SIU Edwardsville,Ohio Valley,Ohio Valley
1/20/2022,McNeese St.,Southland,Southland
1/20/2022,Charleston,Colonial Athletic Association,Colonial Athletic Association
1/20/2022,Cal St. Fullerton,Big West,Big West
1/20/2022,Long Beach St.,Big West,Big West
1/20/2022,North Dakota St.,Western Athletic,Summit League
1/20/2022,Chattanooga,Southern,Southern
1/20/2022,UCLA,Pacific-12,Pacific-12
1/20/2022,Boise St.,Mountain West,Mountain West
1/20/2022,UT Rio Grande Valley,Western Athletic,Western Athletic
1/20/2022,UTSA,Conference USA,Conference USA
1/20/2022,Samford,Southern,Southern
1/20/2022,Idaho St.,Big Sky,Big Sky
1/21/2022,Kent St.,Mid-American,Mid-American
1/21/2022,Rider,Metro Atlantic Athletic,Metro Atlantic Athletic
1/21/2022,Youngstown St.,Horizon League,Horizon League
1/21/2022,St. Bonaventure,Atlantic 10,Atlantic 10
1/21/2022,St. Francis NY,Northeast,Northeast
1/21/2022,Evansville,Missouri Valley,Missouri Valley
1/21/2022,Wagner,Northeast,Northeast
1/21/2022,Siena,Metro Atlantic Athletic,Metro Atlantic Athletic
1/21/2022,Illinois,Big Ten,Big Ten
1/21/2022,Bryant,Northeast,Northeast
1/21/2022,Sacred Heart,Northeast,Northeast
1/21/2022,Fresno St.,Mountain West,Mountain West
1/21/2022,Saint Peter's,Metro Atlantic Athletic,Metro Atlantic Athletic
1/21/2022,Toledo,Mid-American,Mid-American
1/21/2022,Robert Morris,Horizon League,Horizon League
1/21/2022,Central Connecticut,Northeast,Northeast
1/21/2022,Michigan St.,Big Ten,Big Ten
1/22/2022,Cal Baptist,Western Athletic,Western Athletic
1/22/2022,Colorado St.,Mountain West,Mountain West
1/22/2022,Eastern Michigan,Mid-American,Mid-American
1/22/2022,Missouri,Southeastern,Southeastern
1/22/2022,Stony Brook,America East,America East
1/22/2022,Texas A&M,Southeastern,Southeastern
1/22/2022,Texas St.,Sun Belt,Sun Belt
1/22/2022,Kentucky,Southeastern,Southeastern
1/22/2022,Jacksonville,Atlantic Sun,Atlantic Sun
1/22/2022,Jackson St.,Southwest Athletic,Southwest Athletic
1/22/2022,Virginia Tech,Atlantic Coast,Atlantic Coast
1/22/2022,Lehigh,Patriot League,Patriot League
1/22/2022,Southern Illinois,Missouri Valley,Missouri Valley
1/22/2022,Portland,West Coast,West Coast
1/22/2022,Hawaii,Big West,Big West
1/22/2022,UC San Diego,Big West,Big West
1/22/2022,UC Riverside,Big West,Big West
1/22/2022,Pittsburgh,Atlantic Coast,Atlantic Coast
1/22/2022,UCLA,Pacific-12,Pacific-12
1/22/2022,Brown,Ivy League,Ivy League
1/22/2022,Harvard,Ivy League,Ivy League
1/22/2022,DePaul,Big East,Big East
1/22/2022,Princeton,Ivy League,Ivy League
1/22/2022,Elon,Colonial Athletic Association,Colonial Athletic Association
1/22/2022,North Carolina Central,Mid-Eastern Athletic,Mid-Eastern Athletic
1/22/2022,Nebraska Omaha,Summit League,Summit League
1/22/2022,UT Rio Grande Valley,Western Athletic,Western Athletic
1/22/2022,William & Mary,Colonial Athletic Association,Colonial Athletic Association
1/22/2022,Syracuse,Atlantic Coast,Atlantic Coast
1/22/2022,The Citadel,Southern,Southern
1/22/2022,Southeast Missouri St.,Ohio Valley,Ohio Valley
1/22/2022,North Florida,Atlantic Sun,Atlantic Sun
1/22/2022,Northern Colorado,Big Sky,Big Sky
1/22/2022,Western Kentucky,NCAA,Conference USA
1/22/2022,Vanderbilt,Southeastern,Southeastern
1/22/2022,Alcorn St.,Southwest Athletic,Southwest Athletic
1/22/2022,Marshall,Conference USA,Conference USA
1/22/2022,Davidson,Atlantic 10,Atlantic 10
1/22/2022,Dayton,Atlantic 10,Atlantic 10
1/22/2022,Villanova,Big East,Big East
1/22/2022,Appalachian St.,Sun Belt,Sun Belt
1/22/2022,Coastal Carolina,Sun Belt,Sun Belt
1/22/2022,Mississippi Valley St.,Southwest Athletic,Southwest Athletic
1/22/2022,Oakland,Horizon League,Horizon League
1/22/2022,High Point,Big South,Big South
1/22/2022,Bucknell,Patriot League,Patriot League
1/22/2022,East Carolina,American Athletic,American Athletic
1/22/2022,Sacramento St.,Big Sky,Big Sky
1/22/2022,Wright St.,Horizon League,Horizon League
1/22/2022,McNeese St.,Southland,Southland
1/22/2022,Valparaiso,Missouri Valley,Missouri Valley
1/22/2022,Penn St.,Big Ten,Big Ten
1/22/2022,TCU,Big 12,Big 12
1/22/2022,Northern Kentucky,Horizon League,Horizon League
1/22/2022,Florida Gulf Coast,Atlantic Sun,Atlantic Sun
1/22/2022,Charleston,Colonial Athletic Association,Colonial Athletic Association
1/22/2022,Kansas,Big 12,Big 12
1/22/2022,Richmond,Atlantic 10,Atlantic 10
1/22/2022,Kennesaw St.,Atlantic Sun,Atlantic Sun
1/22/2022,UT Arlington,Sun Belt,Sun Belt
1/22/2022,UC Irvine,Big West,Big West
1/22/2022,Troy,Sun Belt,Sun Belt
1/22/2022,South Alabama,Sun Belt,Sun Belt
1/22/2022,UAB,Conference USA,Conference USA
1/22/2022,Notre Dame,Atlantic Coast,Atlantic Coast
1/22/2022,Missouri St.,Missouri Valley,Missouri Valley
1/22/2022,Saint Mary's,West Coast,West Coast
1/22/2022,American,Patriot League,Patriot League
1/22/2022,UMBC,America East,America East
1/22/2022,South Carolina St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/22/2022,Western Carolina,Southern,Southern
1/22/2022,Florida St.,Atlantic Coast,Atlantic Coast
1/22/2022,Northern Illinois,Mid-American,Mid-American
1/22/2022,Southern Miss,Conference USA,Conference USA
1/22/2022,Detroit Mercy,Horizon League,Horizon League
1/22/2022,Rutgers,Big Ten,Big Ten
1/22/2022,Mississippi,Southeastern,Southeastern
1/22/2022,SIU Edwardsville,Ohio Valley,Ohio Valley
1/22/2022,Howard,Mid-Eastern Athletic,Mid-Eastern Athletic
1/22/2022,Tennessee Martin,Ohio Valley,Ohio Valley
1/22/2022,Virginia,Big Sky,Atlantic Coast
1/22/2022,Army,Patriot League,Patriot League
1/22/2022,UMass Lowell,America East,America East
1/22/2022,Northwestern St.,Southland,Southland
1/22/2022,Southeastern Louisiana,Southland,Southland
1/22/2022,Binghamton,America East,America East
1/22/2022,Coppin St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/22/2022,Stetson,Atlantic Sun,Atlantic Sun
1/22/2022,Campbell,Big South,Big South
1/22/2022,Old Dominion,Conference USA,Conference USA
1/22/2022,Hofstra,Colonial Athletic Association,Colonial Athletic Association
1/22/2022,Montana,Big Sky,Big Sky
1/22/2022,Drake,Missouri Valley,Missouri Valley
1/22/2022,Baylor,Big 12,Big 12
1/22/2022,North Dakota St.,Summit League,Summit League
1/22/2022,San Diego,West Coast,West Coast
1/22/2022,Yale,Ivy League,Ivy League
1/22/2022,San Francisco,West Coast,West Coast
1/22/2022,Montana St.,Big Sky,Big Sky
1/22/2022,Alabama St.,Southwest Athletic,Southwest Athletic
1/22/2022,Longwood,Big South,Big South
1/22/2022,UNC Asheville,Big South,Big South
1/22/2022,George Washington,Atlantic 10,Atlantic 10
1/22/2022,Charlotte,Conference USA,Conference USA
1/22/2022,Grand Canyon,Western Athletic,Western Athletic
1/22/2022,Boise St.,Mountain West,Mountain West
1/22/2022,Georgia,Southeastern,Southeastern
1/22/2022,Arkansas Pine Bluff,Southwest Athletic,Southwest Athletic
1/22/2022,Idaho St.,Big Sky,Big Sky
1/22/2022,Seton Hall,Big East,Big East
1/22/2022,South Dakota,Summit League,Summit League
1/22/2022,Arizona St.,Pacific-12,Pacific-12
1/22/2022,New Mexico St.,Western Athletic,Western Athletic
1/22/2022,Seattle,Western Athletic,Western Athletic
1/22/2022,LSU,Southeastern,Southeastern
1/22/2022,Austin Peay,Ohio Valley,Ohio Valley
1/22/2022,Oklahoma St.,Big 12,Big 12
1/22/2022,Houston Baptist,Southland,Southland
1/22/2022,Alabama A&M,Southwest Athletic,Southwest Athletic
1/22/2022,West Virginia,Big 12,Big 12
1/22/2022,UNC Wilmington,Colonial Athletic Association,Colonial Athletic Association
1/22/2022,Tulane,American Athletic,American Athletic
1/22/2022,North Dakota,Western Athletic,Summit League
1/22/2022,Samford,Southern,Southern
1/22/2022,San Jose St.,Mountain West,Mountain West
1/22/2022,Charleston Southern,Big South,Big South
1/22/2022,USC,Pacific-12,Pacific-12
1/22/2022,Lamar,Western Athletic,Western Athletic
1/22/2022,Saint Joseph's,Atlantic 10,Atlantic 10
1/22/2022,Hartford,America East,America East
1/22/2022,Chattanooga,Southern,Southern
1/22/2022,North Carolina,Atlantic Coast,Atlantic Coast
1/22/2022,South Dakota St.,Summit League,Summit League
1/22/2022,Bowling Green,Mid-American,Mid-American
1/22/2022,Gardner Webb,Big South,Big South
1/22/2022,Furman,Southern,Southern
1/22/2022,New Mexico,Mountain West,Mountain West
1/23/2022,St. Francis NY,Northeast,Northeast
1/23/2022,Arizona,Pacific-12,Pacific-12
1/23/2022,Saint Peter's,Metro Atlantic Athletic,Metro Atlantic Athletic
1/23/2022,Robert Morris,Horizon League,Horizon League
1/23/2022,Illinois St.,Missouri Valley,Missouri Valley
1/23/2022,LIU,Northeast,Northeast
1/23/2022,Clayton St.,Atlantic Coast,NA
1/23/2022,Michigan,Big Ten,Big Ten
1/23/2022,Fairfield,Metro Atlantic Athletic,Metro Atlantic Athletic
1/23/2022,Xavier,Big East,Big East
1/23/2022,Wagner,Northeast,Northeast
1/23/2022,Manhattan,Metro Atlantic Athletic,Metro Atlantic Athletic
1/23/2022,Central Connecticut,Northeast,Northeast
1/23/2022,Rider,Metro Atlantic Athletic,Metro Atlantic Athletic
1/23/2022,Washington,Pacific-12,Pacific-12
1/23/2022,Butler,Big East,Big East
1/23/2022,Northwestern,Big Ten,Big Ten
1/23/2022,Youngstown St.,Horizon League,Horizon League
1/23/2022,Iona,Metro Atlantic Athletic,Metro Atlantic Athletic
1/23/2022,Massachusetts,Atlantic 10,Atlantic 10
1/23/2022,Sacred Heart,Northeast,Northeast
1/23/2022,Memphis,American Athletic,American Athletic
1/23/2022,UTEP,Conference USA,Conference USA
1/24/2022,Lafayette,Patriot League,Patriot League
1/24/2022,Alcorn St.,Southwest Athletic,Southwest Athletic
1/24/2022,Hartford,America East,America East
1/24/2022,Loyola MD,Patriot League,Patriot League
1/24/2022,Howard,Mid-Eastern Athletic,Mid-Eastern Athletic
1/24/2022,Towson,Colonial Athletic Association,Colonial Athletic Association
1/24/2022,South Carolina St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/24/2022,Belmont,Ohio Valley,Ohio Valley
1/24/2022,Jackson St.,Southwest Athletic,Southwest Athletic
1/24/2022,Saint Joseph's,Atlantic 10,Atlantic 10
1/24/2022,Arkansas Pine Bluff,Southwest Athletic,Southwest Athletic
1/24/2022,Longwood,Big South,Big South
1/24/2022,Winthrop,Big South,Big South
1/24/2022,Eastern Washington,Big Sky,Big Sky
1/24/2022,Bellarmine,Atlantic Sun,Atlantic Sun
1/24/2022,Texas Tech,Big 12,Big 12
1/24/2022,Jacksonville,Atlantic Sun,Atlantic Sun
1/24/2022,New Hampshire,America East,America East
1/24/2022,North Carolina Central,Mid-Eastern Athletic,Mid-Eastern Athletic
1/24/2022,Florida,Southeastern,Southeastern
1/24/2022,Tennessee St.,Ohio Valley,Ohio Valley
1/24/2022,Tennessee Tech,Ohio Valley,Ohio Valley
1/24/2022,Morgan St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/24/2022,Virginia Tech,Atlantic Coast,Atlantic Coast
1/24/2022,UNC Wilmington,Colonial Athletic Association,Colonial Athletic Association
1/24/2022,Sacramento St.,Big Sky,Big Sky
1/24/2022,Michigan Dearborn,Horizon League,NA
1/24/2022,Idaho,Big Sky,Big Sky
1/24/2022,Alabama A&M,Southwest Athletic,Southwest Athletic
1/24/2022,UNLV,Mountain West,Mountain West
1/24/2022,San Diego,West Coast,West Coast
1/24/2022,St. John's,Big East,Big East
1/24/2022,Mississippi Valley St.,Southwest Athletic,Southwest Athletic
1/24/2022,Weber St.,Big Sky,Big Sky
1/24/2022,SIU Edwardsville,Ohio Valley,Ohio Valley
1/24/2022,Alabama St.,Southwest Athletic,Southwest Athletic
1/24/2022,Spurgeon,Western Athletic,NA
1/24/2022,Arizona St.,Pacific-12,Pacific-12
1/24/2022,Louisville,Atlantic Coast,Atlantic Coast
1/24/2022,Boston College,Atlantic Coast,Atlantic Coast
1/24/2022,South Dakota,Summit League,Summit League
1/25/2022,Miami OH,Mid-American,Mid-American
1/25/2022,Kansas St.,Big 12,Big 12
1/25/2022,Wyoming,Mountain West,Mountain West
1/25/2022,Eastern Michigan,Mid-American,Mid-American
1/25/2022,UC Santa Barbara,Big West,Big West
1/25/2022,Akron,Mid-American,Mid-American
1/25/2022,William & Mary,Colonial Athletic Association,Colonial Athletic Association
1/25/2022,Nevada,Mountain West,Mountain West
1/25/2022,Georgetown,Big East,Big East
1/25/2022,Fordham,Atlantic 10,Atlantic 10
1/25/2022,Clemson,Atlantic Coast,Atlantic Coast
1/25/2022,Alabama,Southeastern,Southeastern
1/25/2022,Michigan St.,Big Ten,Big Ten
1/25/2022,Missouri St.,Missouri Valley,Missouri Valley
1/25/2022,Siena,Metro Atlantic Athletic,Metro Atlantic Athletic
1/25/2022,Western Michigan,Mid-American,Mid-American
1/25/2022,Mississippi St.,Southeastern,Southeastern
1/25/2022,Southern Illinois,Missouri Valley,Missouri Valley
1/25/2022,Auburn,Southeastern,Southeastern
1/25/2022,Fresno St.,Mountain West,Mountain West
1/25/2022,St. Thomas,Summit League,Summit League
1/25/2022,Wright St.,Horizon League,Horizon League
1/25/2022,Northern Illinois,Mid-American,Mid-American
1/25/2022,Colorado,Pacific-12,Pacific-12
1/25/2022,Syracuse,Atlantic Coast,Atlantic Coast
1/25/2022,Richmond,Atlantic 10,Atlantic 10
1/25/2022,Maryland,Big Ten,Big Ten
1/25/2022,Air Force,Mountain West,Mountain West
1/25/2022,Texas,Big 12,Big 12
1/25/2022,Cincinnati,American Athletic,American Athletic
1/25/2022,Buffalo,Mid-American,Mid-American
1/25/2022,Arizona,Pacific-12,Pacific-12
1/25/2022,DePaul,Big East,Big East
1/25/2022,Columbia,Ivy League,Ivy League
1/26/2022,Holy Cross,Patriot League,Patriot League
1/26/2022,Navy,Patriot League,Patriot League
1/26/2022,Creighton,Big East,Big East
1/26/2022,Sam Houston St.,Western Athletic,Western Athletic
1/26/2022,Hampton,Big South,Big South
1/26/2022,Presbyterian,Big South,Big South
1/26/2022,Old Dominion,Conference USA,Conference USA
1/26/2022,Wofford,Southern,Southern
1/26/2022,VCU,Atlantic 10,Atlantic 10
1/26/2022,UNC Greensboro,Southern,Southern
1/26/2022,Northern Iowa,Missouri Valley,Missouri Valley
1/26/2022,VMI,Southern,Southern
1/26/2022,St. Bonaventure,Atlantic 10,Atlantic 10
1/26/2022,Florida St.,Atlantic Coast,Atlantic Coast
1/26/2022,Binghamton,America East,America East
1/26/2022,Radford,Big South,Big South
1/26/2022,Drake,Missouri Valley,Missouri Valley
1/26/2022,Penn St.,Big Ten,Big Ten
1/26/2022,Massachusetts,Atlantic 10,Atlantic 10
1/26/2022,Boston University,Patriot League,Patriot League
1/26/2022,Tarleton St.,Western Athletic,Western Athletic
1/26/2022,Army,Patriot League,Patriot League
1/26/2022,North Carolina A&T,Big South,Big South
1/26/2022,Texas A&M,Southeastern,Southeastern
1/26/2022,Saint Peter's,Metro Atlantic Athletic,Metro Atlantic Athletic
1/26/2022,Northwestern,Big Ten,Big Ten
1/26/2022,Arkansas,Southeastern,Southeastern
1/26/2022,Maine,America East,America East
1/26/2022,Boston College,Atlantic Coast,Atlantic Coast
1/26/2022,N.C. State,Atlantic Coast,Big Sky
1/26/2022,Iowa St.,Big 12,Big 12
1/26/2022,Duquesne,Atlantic 10,Atlantic 10
1/26/2022,George Washington,Atlantic 10,Atlantic 10
1/26/2022,Mercer,Southern,Southern
1/26/2022,Stephen F. Austin,Western Athletic,Western Athletic
1/26/2022,Marquette,Big East,Big East
1/26/2022,Vanderbilt,Southeastern,Southeastern
1/26/2022,SMU,American Athletic,American Athletic
1/26/2022,Vermont,America East,America East
1/26/2022,Florida,Southeastern,Southeastern
1/26/2022,Western Carolina,Southern,Southern
1/26/2022,Tulsa,American Athletic,American Athletic
1/26/2022,Albany,America East,America East
1/26/2022,NJIT,America East,America East
1/26/2022,Winthrop,Big South,Big South
1/26/2022,Abilene Christian,Western Athletic,Western Athletic
1/26/2022,San Diego St.,Mountain West,Mountain West
1/26/2022,Bradley,Missouri Valley,Missouri Valley
1/26/2022,Miami FL,Atlantic Coast,Atlantic Coast
1/26/2022,Utah,Pacific-12,Pacific-12
1/26/2022,Oklahoma,Big 12,Big 12
1/26/2022,UCF,American Athletic,American Athletic
1/26/2022,Providence,Big East,Big East
1/27/2022,Arkansas St.,Sun Belt,Sun Belt
1/27/2022,Belmont,Ohio Valley,Ohio Valley
1/27/2022,Merrimack,Northeast,Northeast
1/27/2022,LIU,Northeast,Northeast
1/27/2022,Hofstra,Colonial Athletic Association,Colonial Athletic Association
1/27/2022,Utah Valley,Western Athletic,Western Athletic
1/27/2022,Little Rock,Sun Belt,Sun Belt
1/27/2022,UMKC,Summit League,Western Athletic
1/27/2022,Illinois Chicago,Horizon League,Horizon League
1/27/2022,William & Mary,Colonial Athletic Association,Colonial Athletic Association
1/27/2022,Mount St. Mary's,Northeast,Northeast
1/27/2022,Eastern Kentucky,Atlantic Sun,Atlantic Sun
1/27/2022,Loyola Marymount,West Coast,West Coast
1/27/2022,Cal St. Northridge,Big West,Big West
1/27/2022,New Orleans,Southland,Southland
1/27/2022,Purdue,Big Ten,Big Ten
1/27/2022,Lipscomb,Atlantic Sun,Atlantic Sun
1/27/2022,Drexel,Colonial Athletic Association,Colonial Athletic Association
1/27/2022,Jacksonville St.,Atlantic Sun,Atlantic Sun
1/27/2022,North Alabama,Atlantic Sun,Atlantic Sun
1/27/2022,Georgia St.,Sun Belt,Sun Belt
1/27/2022,Georgia Southern,Sun Belt,Sun Belt
1/27/2022,Rice,Conference USA,Conference USA
1/27/2022,Middle Tennessee,Conference USA,Conference USA
1/27/2022,Nicholls St.,Southland,Southland
1/27/2022,East Carolina,American Athletic,American Athletic
1/27/2022,Ohio St.,Big Ten,Big Ten
1/27/2022,Idaho,Big Sky,Big Sky
1/27/2022,Eastern Washington,Big Sky,Big Sky
1/27/2022,Wisconsin,Big Ten,Big Ten
1/27/2022,Oral Roberts,Summit League,Summit League
1/27/2022,Central Arkansas,Atlantic Sun,Atlantic Sun
1/27/2022,Weber St.,Big Sky,Big Sky
1/27/2022,Ball St.,Mid-American,Mid-American
1/27/2022,Incarnate Word,Southland,Southland
1/27/2022,Pacific,West Coast,West Coast
1/27/2022,Southern Utah,Big Sky,Big Sky
1/27/2022,Milwaukee,Horizon League,Horizon League
1/27/2022,Idaho St.,Big Sky,Big Sky
1/27/2022,St. Francis NY,Northeast,Northeast
1/27/2022,Pepperdine,West Coast,West Coast
1/27/2022,Saint Mary's,West Coast,West Coast
1/27/2022,BYU,West Coast,West Coast
1/27/2022,Tennessee St.,Ohio Valley,Ohio Valley
1/27/2022,Troy,Sun Belt,Sun Belt
1/27/2022,North Dakota St.,Summit League,Summit League
1/27/2022,North Dakota,Summit League,Summit League
1/27/2022,Morehead St.,Ohio Valley,Ohio Valley
1/27/2022,Texas A&M Corpus Chris,Southland,Southland
1/27/2022,Loyola Chicago,Missouri Valley,Missouri Valley
1/27/2022,North Texas,Conference USA,Conference USA
1/27/2022,Bellarmine,Atlantic Sun,Atlantic Sun
1/27/2022,Eastern Illinois,Ohio Valley,Ohio Valley
1/27/2022,Murray St.,Ohio Valley,Ohio Valley
1/27/2022,Cal St. Fullerton,Big West,Big West
1/27/2022,Cal St. Bakersfield,Big West,Big West
1/27/2022,Long Beach St.,Big West,Big West
1/27/2022,Cal Poly,Big West,Big West
1/27/2022,California,Pacific-12,Pacific-12
1/27/2022,Gardner Webb,Big South,Big South
1/27/2022,Northeastern,Colonial Athletic Association,Colonial Athletic Association
1/27/2022,Stanford,Pacific-12,Pacific-12
1/27/2022,Texas St.,Sun Belt,Sun Belt
1/27/2022,Florida Atlantic,Conference USA,Conference USA
1/27/2022,FIU,Conference USA,NCAA
1/27/2022,St. Francis PA,Northeast,Northeast
1/27/2022,Colorado,Pacific-12,Pacific-12
1/27/2022,UAB,Conference USA,Conference USA
1/27/2022,Green Bay,Horizon League,Horizon League
1/28/2022,Wyoming,Mountain West,Mountain West
1/28/2022,Colgate,Patriot League,Patriot League
1/28/2022,Ohio,Mid-American,Mid-American
1/28/2022,UNLV,Mountain West,Mountain West
1/28/2022,Rhode Island,Atlantic 10,Atlantic 10
1/28/2022,Boise St.,Mountain West,Mountain West
1/28/2022,Penn,Ivy League,Ivy League
1/28/2022,Lehigh,Patriot League,Patriot League
1/28/2022,Canisius,Metro Atlantic Athletic,Metro Atlantic Athletic
1/28/2022,Stony Brook,America East,America East
1/28/2022,San Jose St.,Mountain West,Mountain West
1/28/2022,Purdue Fort Wayne,Horizon League,Horizon League
1/28/2022,Marist,Metro Atlantic Athletic,Metro Atlantic Athletic
1/28/2022,Fairfield,Metro Atlantic Athletic,Metro Atlantic Athletic
1/28/2022,Manhattan,Metro Atlantic Athletic,Metro Atlantic Athletic
